type,id,author,editor,advisor,note,abstract,observaoes,GUI é o foco do estudo,ContextoProcessosDeNegocio,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,275628,Thomas G. Zimmerman and Jaron  Lanier and Chuck  Blanchard and Steve  Bryson and Young  Harvill,,,,,,,,A Hand Gesture Interface Device,189--192,,4,"gesture recognition, human interface, motor interface, tactile interface, user interface",10.1145/30851.275628,SIGCHI Bull.,May 1987,17,SI,,May,1986,0736-6906,,,,,,ACM,"New York, NY, USA"
article,1133306,Krzysztof Z. Gajos and Mary  Czerwinski and Desney S. Tan and Daniel S. Weld,,,,,,,,Exploring the Design Space for Adaptive Graphical User Interfaces,201--208,,8,"adaptive interfaces, user study",10.1145/1133265.1133306,,,,,,,2006,,Proceedings of the Working Conference on Advanced Visual Interfaces,AVI '06,,1-59593-353-0,"Venezia, Italy",ACM,"New York, NY, USA"
article,319304,Martin C. Carlisle,,,,,,,,A Truly Implementation Independent GUI Development Tool,47--52,,6,"Ada, Java, Tcl/Tk, automatic code generation, graphical user interfaces",10.1145/319295.319304,Ada Lett.,Sept. 1999,XIX,3,,September,1999,1094-3641,,,,,,ACM,"New York, NY, USA"
article,319304,Martin C. Carlisle,,,,,,,,A Truly Implementation Independent GUI Development Tool,47--52,,6,"Ada, Java, Tcl/Tk, automatic code generation, graphical user interfaces",10.1145/319294.319304,,,,,,,1999,,Proceedings of the 1999 Annual ACM SIGAda International Conference on Ada,SIGAda '99,,1-58113-127-5,"Redondo Beach, California, USA",ACM,"New York, NY, USA"
article,2002937,Brett  Daniel and Qingzhou  Luo and Mehdi  Mirzaaghaei and Danny  Dig and Darko  Marinov and Mauro  Pezz&#232;,,,,,,,,Automated GUI Refactoring and Test Script Repair,38--41,,4,"GUI maintenance, GUI refactoring, automated GUI testing, graphical user interfaces",10.1145/2002931.2002937,,,,,,,2011,,Proceedings of the First International Workshop on End-to-End Test Script Engineering,ETSE '11,,978-1-4503-0808-3,"Toronto, Ontario, Canada",ACM,"New York, NY, USA"
article,1996505,Benjamin  Tissoires and St&#233;phane  Conversy,,,,,,,,Hayaku: Designing and Optimizing Finely Tuned and Portable Interactive Graphics with a Graphical Compiler,117--126,,10,"human-computer interfaces, methods and applications, optimization, user interface design",10.1145/1996461.1996505,,,,,,,2011,,Proceedings of the 3rd ACM SIGCHI Symposium on Engineering Interactive Computing Systems,EICS '11,,978-1-4503-0670-6,"Pisa, Italy",ACM,"New York, NY, USA"
article,170022,Manuel A. P&#233;rez-Qui&#241;ones and John L. Sibert,,,,,,,,Focus in Graphical User Interfaces,255--257,,3,"discourse structure, focus, graphical user interfaces",10.1145/169891.170022,,,,,,,1993,,Proceedings of the 1st International Conference on Intelligent User Interfaces,IUI '93,,0-89791-556-9,"Orlando, Florida, USA",ACM,"New York, NY, USA"
article,142789,Brad A. Myers and Mary Beth Rosson,,,,,,,,Survey on User Interface Programming,195--202,,8,"surveys, user interface software, user interface tools",10.1145/142750.142789,,,,,,,1992,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '92,,0-89791-513-5,"Monterey, California, USA",ACM,"New York, NY, USA"
article,571999,Takeo  Igarashi and John F. Hughes,,,,,,,,Clothing Manipulation,91--100,,10,"clothing, user interface",10.1145/571985.571999,,,,,,,2002,,Proceedings of the 15th Annual ACM Symposium on User Interface Software and Technology,UIST '02,,1-58113-488-6,"Paris, France",ACM,"New York, NY, USA"
article,1531375,Jiangyu  Liu and Jian  Sun and Heung-Yeung  Shum,,,,,,,,Paint Selection,69:1--69:7,69,7,"image segmentation, user interface",10.1145/1576246.1531375,,,,,,,2009,,ACM SIGGRAPH 2009 Papers,SIGGRAPH '09,,978-1-60558-726-4,"New Orleans, Louisiana",ACM,"New York, NY, USA"
article,1531375,Jiangyu  Liu and Jian  Sun and Heung-Yeung  Shum,,,,,,,,Paint Selection,69:1--69:7,69,7,"image segmentation, user interface",10.1145/1531326.1531375,ACM Trans. Graph.,August 2009,28,3,,July,2009,0730-0301,,,,,,ACM,"New York, NY, USA"
article,2666072,Quentin  Boucher and Ebrahim Khalil Abbasi and Arnaud  Hubaux and Gilles  Perrouin and Mathieu  Acher and Patrick  Heymans,,,,,,,,Towards More Reliable Configurators: A Re-engineering Perspective,29--32,,4,"configuration, graphical user interface, re-engineering",,,,,,,,2012,,Proceedings of the Third International Workshop on Product LinE Approaches in Software Engineering,PLEASE '12,,978-1-4673-1751-1,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
article,801268,David J. Kasik,,,,,,,,A User Interface Management System,99--106,,8,User interface management,10.1145/965145.801268,SIGGRAPH Comput. Graph.,July 1982,16,3,,July,1982,0097-8930,,,,,,ACM,"New York, NY, USA"
article,801268,David J. Kasik,,,,,,,,A User Interface Management System,99--106,,8,User interface management,10.1145/800064.801268,,,,,,,1982,,Proceedings of the 9th Annual Conference on Computer Graphics and Interactive Techniques,SIGGRAPH '82,,0-89791-076-1,"Boston, Massachusetts, USA",ACM,"New York, NY, USA"
article,305896,Ursula  Wolz and Elliot  Koffman,,,,,,,,simpleIO: A Java Package for Novice Interactive and Graphics Programming,139--142,,4,"CS1, Java, graphics, interactivity, programming, user interface",10.1145/384267.305896,SIGCSE Bull.,Sept. 1999,31,3,,June,1999,0097-8418,,,,,,ACM,"New York, NY, USA"
article,305896,Ursula  Wolz and Elliot  Koffman,,,,,,,,simpleIO: A Java Package for Novice Interactive and Graphics Programming,139--142,,4,"CS1, Java, graphics, interactivity, programming, user interface",10.1145/305786.305896,,,,,,,1999,,Proceedings of the 4th Annual SIGCSE/SIGCUE ITiCSE Conference on Innovation and Technology in Computer Science Education,ITiCSE '99,,1-58113-087-2,"Cracow, Poland",ACM,"New York, NY, USA"
article,325238,Luca  Cardelli and Rob  Pike,,,,,,,,Squeak: A Language for Communicating with Mice,199--204,,6,"concurrency, user interfaces",10.1145/325165.325238,SIGGRAPH Comput. Graph.,Jul. 1985,19,3,,July,1985,0097-8930,,,,,,ACM,"New York, NY, USA"
article,325238,Luca  Cardelli and Rob  Pike,,,,,,,,Squeak: A Language for Communicating with Mice,199--204,,6,"concurrency, user interfaces",10.1145/325334.325238,,,,,,,1985,,Proceedings of the 12th Annual Conference on Computer Graphics and Interactive Techniques,SIGGRAPH '85,,0-89791-166-0,,ACM,"New York, NY, USA"
article,143063,Martin R. Frank and J. J. de Graaff and Daniel F. Gieskens and James D. Foley,,,,,,,,Building User Interfaces Interactively Using Pre- and Postconditions,641--642,,2,"dialogue sequencing, graphical user interface builders, user interface management systems",10.1145/142750.143063,,,,,,,1992,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '92,,0-89791-513-5,"Monterey, California, USA",ACM,"New York, NY, USA"
article,951742,Lin  Zhong and Niraj K. Jha,,,,,,,,Graphical User Interface Energy Characterization for Handheld Computers,232--242,,11,"GUI, energy characterization, graphical user interface, handheld computers, low power, low power design",10.1145/951710.951742,,,,,,,2003,,"Proceedings of the 2003 International Conference on Compilers, Architecture and Synthesis for Embedded Systems",CASES '03,,1-58113-676-5,"San Jose, California, USA",ACM,"New York, NY, USA"
article,2046411,Tsung-Hsiang  Chang,,,,,,,,Using Graphical Representation of User Interfaces As Visual References,27--30,,4,"GUI automation, GUI testing, accessibility API, information reuse, task migration",10.1145/2046396.2046411,,,,,,,2011,,Proceedings of the 24th Annual ACM Symposium Adjunct on User Interface Software and Technology,UIST '11 Adjunct,,978-1-4503-1014-7,"Santa Barbara, California, USA",ACM,"New York, NY, USA"
article,1347443,J&#246;rn  Hurtienne and Johann Habakuk Israel and Katharina  Weber,,,,,,,,"Cooking Up Real World Business Applications Combining Physicality, Digitality, and Image Schemas",239--246,,8,"ERP system, PIBA-DIBA lists, digitality, function allocation, graphical user interfaces, image schemas, physicality, tangible user interfaces, user centered design",10.1145/1347390.1347443,,,,,,,2008,,Proceedings of the 2Nd International Conference on Tangible and Embedded Interaction,TEI '08,,978-1-60558-004-3,"Bonn, Germany",ACM,"New York, NY, USA"
article,989936,Max  Schlee and Jean  Vanderdonckt,,,,,,,,Generative Programming of Graphical User Interfaces,403--406,,4,"code generation, data base, diagram transformation, feature diagram, generative programming, model-driven approach, object-oriented programming",10.1145/989863.989936,,,,,,,2004,,Proceedings of the Working Conference on Advanced Visual Interfaces,AVI '04,,1-58113-867-9,"Gallipoli, Italy",ACM,"New York, NY, USA"
article,326935,Mohamed  El-Said,,,,,,,,Automated Design of Visual User Interfaces,545--550,,6,"automatic presentation systems, graphical user interfaces, user interface management systems",10.1145/326619.326935,,,,,,,1994,,Proceedings of the 1994 ACM Symposium on Applied Computing,SAC '94,,0-89791-647-6,"Phoenix, Arizona, USA",ACM,"New York, NY, USA"
article,507077,Roel  Vertegaal,,,,,,,,Designing Attentive Interfaces,23--30,,8,"Attention, Attentive Interfaces, Eye Tracking, Nonverbal Computing, User Interfaces",10.1145/507072.507077,,,,,,,2002,,Proceedings of the 2002 Symposium on Eye Tracking Research & Applications,ETRA '02,,1-58113-467-3,"New Orleans, Louisiana",ACM,"New York, NY, USA"
article,142629,Elizabeth D. Mynatt and W. Keith Edwards,,,,,,,,Mapping GUIs to Auditory Interfaces,61--70,,10,,10.1145/142621.142629,,,,,,,1992,,Proceedings of the 5th Annual ACM Symposium on User Interface Software and Technology,UIST '92,,0-89791-549-6,"Monteray, California, USA",ACM,"New York, NY, USA"
article,2429682,Zhiying  Zhou and Adrian David Cheok and Jiunhorng  Pan,,,,,,,,3D Story Cube: An Interactive Tangible User Interface for Storytelling with 3D Graphics and Audio,374--376,,3,"Storytelling, Tangible user interface",10.1007/s00779-004-0300-0,Personal Ubiquitous Comput.,September 2004,8,5,,September,2004,1617-4909,,,,,,Springer-Verlag,"London, UK, UK"
article,1023822,ZhiYing  Zhou and Adrian David Cheok and JiunHorng  Pan,,,,,,,,3D Story Cube: An Interactive Tangible User Interface for Storytelling with 3D Graphics and Audio,374--376,,3,"Storytelling, Tangible user interface",10.1007/s00779-004-0300-0,Personal Ubiquitous Comput.,September 2004,8,5,,September,2004,1617-4909,,,,,,Springer-Verlag,"London, UK, UK"
article,971429,Judith  Bishop and Nigel  Horspool,,,,,,,,Developing Principles of GUI Programming Using Views,373--377,,5,"XML, event-based programming, graphical user interfaces, platform independence",10.1145/1028174.971429,SIGCSE Bull.,March 2004,36,1,,March,2004,0097-8418,,,,,,ACM,"New York, NY, USA"
article,971429,Judith  Bishop and Nigel  Horspool,,,,,,,,Developing Principles of GUI Programming Using Views,373--377,,5,"XML, event-based programming, graphical user interfaces, platform independence",10.1145/971300.971429,,,,,,,2004,,Proceedings of the 35th SIGCSE Technical Symposium on Computer Science Education,SIGCSE '04,,1-58113-798-2,"Norfolk, Virginia, USA",ACM,"New York, NY, USA"
article,2305496,Jorge  Cardoso and Rui  Jos&#233;,,,,,,,,PuReWidgets: A Programming Toolkit for Interactive Public Display Applications,51--60,,10,"human-computer interfaces, programming toolkits, public displays, user interface design",10.1145/2305484.2305496,,,,,,,2012,,Proceedings of the 4th ACM SIGCHI Symposium on Engineering Interactive Computing Systems,EICS '12,,978-1-4503-1168-7,"Copenhagen, Denmark",ACM,"New York, NY, USA"
article,1594317,Mian  Dong and Yung-Seok Kevin Choi and Lin  Zhong,,,,,,,,Power-saving Color Transformation of Mobile Graphical User Interfaces on OLED-based Displays,339--342,,4,"OLED display, graphic user interface, low power",10.1145/1594233.1594317,,,,,,,2009,,Proceedings of the 2009 ACM/IEEE International Symposium on Low Power Electronics and Design,ISLPED '09,,978-1-60558-684-7,"San Fancisco, CA, USA",ACM,"New York, NY, USA"
article,2184542,Jason  Boyd and Yixin  Chen,,,,,,,,An Open Source Stimulator for SSVEP-based BCIs,124--129,,6,"SSVEP, brain-computer interface, graphics",10.1145/2184512.2184542,,,,,,,2012,,Proceedings of the 50th Annual Southeast Regional Conference,ACM-SE '12,,978-1-4503-1203-5,"Tuscaloosa, Alabama",ACM,"New York, NY, USA"
article,1166301,Wolfgang  Stuerzlinger and Olivier  Chapuis and Dusty  Phillips and Nicolas  Roussel,,,,,,,,User Interface Fa\c{c}Ades: Towards Fully Adaptable User Interfaces,309--318,,10,adaptable user interfaces,10.1145/1166253.1166301,,,,,,,2006,,Proceedings of the 19th Annual ACM Symposium on User Interface Software and Technology,UIST '06,,1-59593-313-1,"Montreux, Switzerland",ACM,"New York, NY, USA"
article,1050516,Jos&#233; Pascual Molina Mass&#243; and Jean  Vanderdonckt and Francisco Montero Simarro and Pascual Gonz&#225;lez L&#243;pez,,,,,,,,Towards Virtualization of User Interfaces Based on UsiXML,169--178,,10,"User Interface Description Language, UsiXML, XML, abstract user interface, concrete user interface, domain model, graphical user interface, task model, user interface, virtual user interface, virtualization",10.1145/1050491.1050516,,,,,,,2005,,Proceedings of the Tenth International Conference on 3D Web Technology,Web3D '05,,1-59593-012-4,"Bangor, United Kingdom",ACM,"New York, NY, USA"
article,1630084,Mian  Dong and Yung-Seok Kevin Choi and Lin  Zhong,,,,,,,,Power Modeling of Graphical User Interfaces on OLED Displays,652--657,,6,"OLED display, graphic user interface, low power",10.1145/1629911.1630084,,,,,,,2009,,Proceedings of the 46th Annual Design Automation Conference,DAC '09,,978-1-60558-497-3,"San Francisco, California",ACM,"New York, NY, USA"
article,169279,Loretta  Staples,,,,,,,,Representation in Virtual Space: Visual Convention in the Graphical User Interface,348--354,,7,"art, art history, methodology, representation, three-dimensional graphics, user interfaces",10.1145/169059.169279,,,,,,,1993,,Proceedings of the INTERACT '93 and CHI '93 Conference on Human Factors in Computing Systems,CHI '93,,0-89791-575-5,"Amsterdam, The Netherlands",ACM,"New York, NY, USA"
article,1358696,Anker Helms J&#248;rgensen and Brad A. Myers,,,,,,,,User Interface History,2415--2418,,4,user interface history,10.1145/1358628.1358696,,,,,,,2008,,CHI '08 Extended Abstracts on Human Factors in Computing Systems,CHI EA '08,,978-1-60558-012-8,"Florence, Italy",ACM,"New York, NY, USA"
article,1017483,Daan  Leijen,,,,,,,,wxHaskell: A Portable and Concise GUI Library for Haskell,57--68,,12,"C++, Haskell, combinator library, graphical user interface, layout, wxWidgets",10.1145/1017472.1017483,,,,,,,2004,,Proceedings of the 2004 ACM SIGPLAN Workshop on Haskell,Haskell '04,,1-58113-850-4,"Snowbird, Utah, USA",ACM,"New York, NY, USA"
article,633311,Philip  Cohen and David  McGee and Josh  Clow,,,,,,,,The Efficiency of Multimodal Interaction for a Map-based Task,26--27,,2,"graphical user interface, multimodal interaction, spoken language",10.1145/633292.633311,,,,,,,2000,,CHI '00 Extended Abstracts on Human Factors in Computing Systems,CHI EA '00,,1-58113-248-4,"The Hague, The Netherlands",ACM,"New York, NY, USA"
article,2699352,Kaori  Ikematsu and Itiro  Siio,,,,,,,,Memory Stones: An Intuitive Information Transfer Technique Between Multi-touch Computers,3--8,,6,"drag-and-drop, gesture input, graphical user interfaces (gui), multi-touch interaction, user interface for multiple computing environment.",10.1145/2699343.2699352,,,,,,,2015,,Proceedings of the 16th International Workshop on Mobile Computing Systems and Applications,HotMobile '15,,978-1-4503-3391-7,"Santa Fe, New Mexico, USA",ACM,"New York, NY, USA"
article,142898,Michael J. Muller,,,,,,,,Retrospective on a Year of Participatory Design Using the PICTIVE Technique,455--462,,8,"assessment, design methodology, graphical user interface (GUI), participatory design, text-based interface",10.1145/142750.142898,,,,,,,1992,,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,CHI '92,,0-89791-513-5,"Monterey, California, USA",ACM,"New York, NY, USA"
article,1385593,Lucia  Terrenghi and David  Kirk and Hendrik  Richter and Sebastian  Kr&#228;mer and Otmar  Hilliges and Andreas  Butz,,,,,,,,Physical Handles at the Interactive Surface: Exploring Tangibility and Its Benefits,138--145,,8,"GUI, design, hybrid, interfaces, tangible",10.1145/1385569.1385593,,,,,,,2008,,Proceedings of the Working Conference on Advanced Visual Interfaces,AVI '08,,978-1-60558-141-5,"Napoli, Italy",ACM,"New York, NY, USA"
